course_crn,full_name,short_name,prerequisites
26816,Master's Project,ECSE-6980,[]
25832,Master's Thesis,ECSE-6990,[]
26840,Dissertation,ECSE-9990,[]
29593,Professional Development I,ENGR-1010,[]
25527,Introduction to Engineering Analysis,ENGR-1100,[]
25705,Engineering Graphics and CAD,ENGR-1200,[]
25534,Engineering Processes,ENGR-1300,[]
27736,Engineering Communications,ENGR-1400,[]
25542,Materials Science,ENGR-1600,['CHEM-1100']
29242,Introduction to Better World Engineering,ENGR-1700,[]
29676,Design and Innovation Studio III,ENGR-2020,['IHSS-2610']
25543,Introduction to Engineering Design,ENGR-2050,"['ENGR-1100', 'ECSE-1010', 'CIVL-1200', 'ENGR-1200', 'ENGR-1400']"
25550,Engineering Dynamics,ENGR-2090,"['ENGR-1100', 'ECSE-1010', 'PHYS-1100']"
26022,Thermal and Fluids Engineering I,ENGR-2250,"['ENGR-1100', 'ECSE-1010', 'PHYS-1100']"
27889,Electronic Instrumentation,ENGR-2300,['PHYS-1200']
25552,Embedded Control,ENGR-2350,"['CSCI-1010', 'CSCI-1100', 'CSCI-1190']"
25556,Strength of Materials,ENGR-2530,"['ENGR-1100', 'ECSE-1010']"
25559,Modeling and Analysis of Uncertainty,ENGR-2600,['MATH-1010']
25562,General Manufacturing Processes,ENGR-2710,[]
26724,Computer Aided Machining,ENGR-2720,[]
26779,Engineering Project,ENGR-2940,[]
25714,,ENGR-2950,
27399,Professional Development III,ENGR-4010,[]
26026,Business Issues for Engineers and Scientists,ENGR-4100,[]
28781,Manufacturing Processes and Systems Laboratory I,ENGR-4710,"['ENGR-1300', 'ENGR-2710']"
26723,Engineering Economics,ENGR-4760,[]
26027,Business Issues for Engineers and Scientists,ENGR-6100,[]
28574,Advanced Manufacturing Processes and Systems,ENGR-6120,['ENGR-4710']
26780,Readings in Environmental Engineering,ENVE-2940,[]
29512,Applied Hydrology and Hydraulics,ENVE-4310,"['ENGR-2250', 'CHME-4010']"
27842,Introduction to Air Quality,ENVE-4330,['ENVE-2110']
25865,Biological Processes in Environmental Engineering,ENVE-4350,['ENVE-4320']
27892,Groundwater Hydrology,ENVE-4710,['MATH-1020']
26781,Studies in Environmental Engineering,ENVE-4940,[]
29739,,ENVE-4961,
30132,,ENVE-4962,
27173,Advanced Groundwater Hydrology,ENVE-6110,['MATH-1020']
26782,Studies in Environmental Engineering,ENVE-6940,[]
27185,Master's Project,ENVE-6980,[]
27411,Master's Thesis,ENVE-6990,[]
27610,Dissertation,ENVE-9990,[]
30207,Natural Sciences I,ERTH-1030,[]
28767,Geology I: Earth's Interior,ERTH-1100,[]
28770,Geology I: Earth's Interior Lab,ERTH-1150,['ERTH-1100']
30208,Structural Geology,ERTH-2120,['ERTH-2210']
30219,Introduction to Geobiology,ERTH-2160,"['ERTH-1100', 'ERTH-2160', 'BIOL-2160']"
26989,Field Methods,ERTH-2210,"['ERTH-1100', 'ERTH-1200']"
30221,Applied Micropaleontology,ERTH-4200,"['ERTH-1200', 'ERTH-2610']"
28052,Data Science,ERTH-4350,"['CSCI-1200', 'CSCI-4380']"
25608,Groundwater Hydrology,ERTH-4710,['MATH-1020']
26783,Readings in Geology,ERTH-4940,[]
30224,Topics in Geology,ERTH-4960,[]
27903,Out-of-Classroom Experience in Earth Sciences,ERTH-4970,[]
30222,Applied Micropaleontology,ERTH-6200,"['ERTH-1200', 'ERTH-2610']"
28053,Data Science,ERTH-6350,"['CSCI-1200', 'CSCI-4380']"
25609,Advanced Groundwater Hydrology,ERTH-6710,['MATH-1020']
26784,Readings in Geology,ERTH-6940,[]
26817,Master's Project,ERTH-6980,[]
27436,Master's Thesis,ERTH-6990,[]
27260,Dissertation,ERTH-9990,[]
27067,Dissertation,ESCI-9990,[]
29167,Art for Interactive Media,GSAS-1040,[]
29302,History and Culture of Games,GSAS-1600,[]
29130,Introduction to Game Design,GSAS-2510,[]
29133,Introduction to Game Storytelling,GSAS-2520,[]
29791,Introduction to Game Programming,GSAS-2540,[]
29132,Experimental Game Design,GSAS-4510,"['ARTS-1040', 'GSAS-1040', 'ARTS-1020']"
29151,Game Development I,GSAS-4520,['ARTS-4060']
30295,,GSAS-4961,
30321,,GSAS-4962,
30429,,GSAS-4963,
30293,,GSAS-6960,
30294,,GSAS-6961,
30297,,GSAS-6980,
30225,One Mile of the Hudson River,IENV-4700,[]
29316,History of Jazz and Improvised Music,IHSS-1080,[]
28104,Nature/Society,IHSS-1110,[]
28102,Minds and Machines,IHSS-1140,[]
29590,The Genome and You,IHSS-1150,[]
30196,History of Animation,IHSS-1170,[]
29743,Well-being: Cultivating Curiosity,IHSS-1175,[]
29770,The Art of Listening,IHSS-1180,[]
29462,Principles of Economics,IHSS-1200,[]
28953,Sustainability Debates,IHSS-1240,[]
29140,Race and Film in U.S. Culture and History,IHSS-1300,[]
30283,Human Rights in History,IHSS-1500,[]
29736,Media and Society,IHSS-1560,[]
26742,Design and Innovation Studio I,IHSS-1610,[]
29634,Religion in a Global World,IHSS-1666,[]
29774,Songwriting Workshop,IHSS-1700,[]
29776,Popular Music and Society,IHSS-1710,[]
29772,Music and Nature,IHSS-1720,[]
29788,,IHSS-1958,
28881,,IHSS-1961,
30431,,IHSS-1962,
30269,,IHSS-1964,
29333,,IHSS-1969,
29591,,IHSS-1972,
28910,,IHSS-1973,
28956,,IHSS-1976,
29786,,IHSS-1987,
29959,Research Methods,IHSS-6570,[]
28858,Topics in Interdisciplinary Humanities and Social Science Studies,IHSS-6960,[]
28832,Materials Science,ISCI-1600,['CHEM-1100']
29717,Readings in Astrobiology and the Origins of Life,ISCI-4510,['ISCI-1510']
27720,Research Rotation,ISCI-4950,[]
28130,Master's Project,ISCI-6980,[]
26271,Dissertation,ISCI-9990,[]
27873,Introduction to Industrial and Systems Engineering,ISYE-1100,[]
25523,Statistical Analysis,ISYE-4140,"['ENGR-2600', 'MATP-4600']"
28847,Design and Analysis of Work Systems,ISYE-4200,['ENGR-2600']
28054,Design and Analysis of Supply Chains,ISYE-4210,"['ISYE-2210', 'MGMT-4110', 'ENGR-2600', 'MGMT-2100']"
30270,Facilities Design and Industrial Logistics,ISYE-4250,"['ISYE-2210', 'ISYE-4140']"
26991,Multidisciplinary Capstone Design,ISYE-4270,['ENGR-2050']
29239,Decision Focused Systems Engineering,ISYE-4280,[]
28056,Discrete Event Simulation Modeling and Analysis,ISYE-4290,"['ISYE-4140', 'CSCI-1100', 'CSCI-1010']"
28308,Design of Experiments,ISYE-4330,"['ISYE-4140', 'MATP-4600', 'ISYE-4760', 'MATP-4620']"
30413,,ISYE-4360,
25869,Information Systems,ISYE-4530,"['CSCI-1010', 'CSCI-1100']"
27243,Operations Research Methods,ISYE-4600,"['ENGR-2600', 'MATH-1020']"
27556,Design of Experiments,ISYE-6020,"['ISYE-4140', 'MATP-4600', 'ISYE-4760', 'MATP-4620']"
29691,Introduction to Big Data Analytics,ISYE-6190,[]
28055,Design of Manufacturing System Supply Chains,ISYE-6600,['ISYE-4140']
26993,Systems Modeling in Decision Sciences,ISYE-6610,['ISYE-4140']
28057,Discrete-Event Simulation,ISYE-6620,['ISYE-4140']
30141,Conic Optimization,ISYE-6780,['MATH-4200']
26825,Professional Project,ISYE-6970,[]
26815,Master's Project,ISYE-6980,[]
26870,Master's Thesis,ISYE-6990,[]
25769,Dissertation,ISYE-9990,[]
27058,Introduction to Information Technology and Web Science,ITWS-1100,[]
27709,Web Systems Development,ITWS-2110,"['ITWS-1100', 'CSCI-1200']"
25913,Information Technology and Web Science Capstone,ITWS-4100,"['ITWS-2210', 'ITWS-4310']"
30411,,ITWS-4250,
26093,Business Issues for Engineers and Scientists,ITWS-4300,[]
25870,Managing IT Resources,ITWS-4310,['ITWS-2110']
28011,Data Science,ITWS-4350,"['CSCI-1200', 'CSCI-4380']"
29148,Data Analytics,ITWS-4600,[]
28543,Software Development,ITWS-4700,[]
29674,,ITWS-4967,
27583,Special Projects,ITWS-4980,[]
27584,Senior Thesis,ITWS-4990,[]
30412,,ITWS-6250,
26094,Business Issues for Engineers and Scientists,ITWS-6300,[]
28012,Data Science,ITWS-6350,"['CSCI-1200', 'CSCI-4380']"
29534,Big Data Policy,ITWS-6440,[]
29149,Data Analytics,ITWS-6600,[]
28542,Software Development,ITWS-6700,[]
27581,Information Technology Master's Capstone,ITWS-6800,[]
28705,Master's Project,ITWS-6980,[]
27582,Master’s Thesis,ITWS-6990,[]
27902,Chinese I,LANG-1410,[]
28679,Chinese II,LANG-2410,['LANG-1410']
29620,Chinese III,LANG-4420,['LANG-2410']
28678,Chinese IV,LANG-4430,['LANG-4420']
26521,Lighting Design,LGHT-4230,[]
28031,Lighting Technologies and Applications,LGHT-4770,[]
29211,Physics of Light,LGHT-4830,[]
26522,Human Factors in Lighting,LGHT-4840,['LGHT-6770']
29741,Lighting Research Design,LGHT-6750,[]
26523,The Physics of Light,LGHT-6830,[]
26785,Advanced Individual Projects in Lighting,LGHT-6940,[]
29811,,LGHT-6962,
29813,,LGHT-6966,
29611,Master's Project,LGHT-6980,[]
28023,Introduction to Literature,LITR-2110,[]
30228,,LITR-2960,
29830,Women Writers,LITR-4770,[]
28571,Introduction to Mechatronics Hardware and Software,MANE-1090,[]
29566,Numerical Methods and Programming for Engineers,MANE-2110,['ENGR-1100']
28850,Inventor's Studio 1,MANE-2220,"['ENGR-1100', 'ECSE-1010', 'ENGR-1200', 'ENGR-1400', 'CIVL-1200']"
29567,Thermodynamics,MANE-2710,"['MATH-1020', 'PHYS-1100', 'PHYS-1150']"
29570,Fluid Mechanics,MANE-2720,"['ENGR-1100', 'PHYS-1100']"
29177,Nuclear Phenomena for Engineering Applications,MANE-2830,"['PHYS-1100', 'CHEM-1100']"
26787,"Readings in Mechanical Engineering, Aerospace Engineering, or Nuclear Engineering",MANE-2940,[]
25941,Thermal and Fluids Engineering II,MANE-4010,['ENGR-2250']
25942,Thermal and Fluids Engineering Laboratory,MANE-4020,"['MANE-4010', 'MANE-4400', 'MANE-4020']"
25948,Elements of Mechanical Design,MANE-4030,"['MATH-2400', 'ENGR-2530']"
26508,Mechanical Systems Laboratory,MANE-4040,"['MANE-4030', 'MANE-4040']"
26084,Modeling and Control of Dynamic Systems,MANE-4050,[]
27827,Aerospace Structures and Materials,MANE-4060,['ENGR-2530']
28813,Aerodynamics I,MANE-4070,"['ENGR-2250', 'MANE-2720', 'MATH-2010']"
28821,Propulsion Systems,MANE-4080,"['MANE-4070', 'MANE-4010', 'MANE-4400', 'MANE-2710', 'MANE-2720']"
25949,Flight Mechanics,MANE-4090,['MANE-4070']
30174,Helicopter Aerodynamics and Performance,MANE-4120,['MANE-4070']
29646,Vibrations,MANE-4160,"['ENGR-2090', 'MATH-2400']"
26042,Inventors Studio 2,MANE-4220,"['MANE-2220', 'ENGR-2050']"
25950,Introduction to Finite Elements,MANE-4240,"['ENGR-2250', 'MANE-2720', 'ENGR-2530', 'ECSE-4160']"
30317,Space Vehicle Design,MANE-4250,[]
25951,Multidisciplinary Capstone Design,MANE-4260,"['ENGR-2050', 'MANE-2220']"
28606,Numerical Design Optimization,MANE-4280,"['MATH-2010', 'CSCI-1190', 'MANE-2110', 'CSCI-1010', 'CSCI-1100']"
30187,Physics of Radiology,MANE-4340,['MANE-2830']
25957,Nuclear Engineering Laboratory,MANE-4370,"['ENGR-2600', 'MANE-2830']"
25958,Nuclear Engineering Senior Design Project I,MANE-4380,[]
29574,Nuclear Power Systems Engineering,MANE-4400,"['ENGR-2250', 'MANE-2710', 'MANE-2720']"
29575,Radiological Engineering,MANE-4470,['MANE-2830']
29576,Physics of Nuclear Reactors,MANE-4480,['MANE-2400']
29618,Modeling and Control of Dynamic Systems,MANE-4500,[]
30180,Control Systems Laboratory,MANE-4510,[]
29647,Mechatronics,MANE-4520,"['ENGR-2350', 'MANE-4050', 'MANE-4500', 'MANE-4510']"
29577,Control Systems Engineering,MANE-4530,"['ECSE-2410', 'MANE-4050', 'MANE-4500']"
30101,Robotics I,MANE-4560,"['MATH-2400', 'MATH-2010', 'ENGR-1100']"
25953,Mechanical Behavior of Materials,MANE-4670,['ENGR-2530']
29617,Heat Transfer,MANE-4730,['MANE-2710']
30336,Thermal and Fluids Engineering Laboratory,MANE-4740,"['MANE-2710', 'MANE-2720']"
27418,"Heating, Ventilation, and Air Conditioning",MANE-4760,"['MANE-4010', 'MANE-4730']"
26033,Boundary Layers and Heat Transfer,MANE-4800,"['MANE-4070', 'MANE-4010', 'MANE-4720']"
28895,,MANE-4880,
28815,Aeroelasticity and Structural Vibrations,MANE-4900,"['MANE-4060', 'MATH-2400']"
25954,Fluid Dynamics Laboratory,MANE-4910,['MANE-4070']
28816,Aerospace Structures and Control Laboratory,MANE-4920,['MANE-4060']
26788,"Individual Projects in Mechanical Engineering, Aerospace Engineering or Nuclear Engineering",MANE-4940,[]
28570,,MANE-4964,
29649,,MANE-4965,
28896,Advanced Engineering Mathematics I,MANE-5000,[]
30188,Helicopter Aerodynamics and Performance,MANE-6060,['MANE-4070']
28026,Robotics I,MANE-6120,[]
27166,Mechanics of Solids,MANE-6170,[]
28575,Advanced Manufacturing Processes and Systems,MANE-6230,"['MANE-4640', 'ENGR-4710']"
30189,Nuclear Reactor Analysis II,MANE-6280,['MANE-4480']
29187,Reactor Reliability and Safety,MANE-6360,"['MANE-4050', 'MATH-4600']"
28573,Fluid Mechanics,MANE-6520,"['MATH-2010', 'MANE-4800']"
28285,Systems Analysis Techniques,MANE-6600,"['MANE-4050', 'ECSE-2410']"
25955,Fundamentals of Finite Elements,MANE-6660,['MATH-2400']
29573,Numerical Design Optimization,MANE-6710,"['MATH-2010', 'CSCI-1190']"
30190,Tribology,MANE-6730,[]
25956,Seminar,MANE-6900,[]
26789,"Individual Projects in Mechanical Engineering, Aeronautical Engineering, Nuclear Engineering, or Engineering Physics",MANE-6940,[]
30206,,MANE-6961,
30226,,MANE-6962,
30227,,MANE-6963,
26946,Master's Project,MANE-6980,[]
26832,Master's Thesis,MANE-6990,[]
26829,Dissertation,MANE-9990,[]
27858,Calculus I,MATH-1010,[]
25623,Calculus II,MATH-1020,['MATH-1010']
25631,"Calculus for Architecture, Management, and HASS",MATH-1500,[]
30423,Art and Science of Mathematics I,MATH-1900,[]
25634,Multivariable Calculus and Matrix Algebra,MATH-2010,['MATH-1020']
26030,Introduction to Differential Equations,MATH-2400,['MATH-1020']
26790,Readings in Mathematics,MATH-2940,[]
30133,Introduction to Topology,MATH-4040,['MATH-4090']
26744,Foundation of Analysis,MATH-4090,['MATH-2010']
25648,Linear Algebra,MATH-4100,['MATH-2010']
25649,Mathematical Analysis I,MATH-4200,"['MATH-1020', 'MATH-4090']"
25657,Ordinary Differential Equations and Dynamical Systems,MATH-4400,"['MATH-2010', 'MATH-2400']"
25650,Advanced Calculus,MATH-4600,['MATH-2010']
25658,Foundations of Applied Mathematics,MATH-4700,"['MATH-2400', 'MATH-2010']"
26088,Introduction to Financial Mathematics and Engineering,MATH-4740,['MATH-1020']
25651,Numerical Computing,MATH-4800,"['MATH-2010', 'MATH-2400']"
28607,Research in Mathematics,MATH-4950,[]
30135,Real Analysis,MATH-6200,['MATH-4210']
25652,Partial Differential Equations,MATH-6500,['MATH-4210']
25653,Methods of Applied Mathematics,MATH-6600,"['MATH-2400', 'MATH-4600']"
26035,Computational Linear Algebra,MATH-6800,"['MATH-4800', 'CSCI-4800']"
30136,Finite Element Analysis,MATH-6860,"['MATH-4800', 'CSCI-4800']"
25711,Teaching Seminar for Teaching Assistants,MATH-6950,[]
26692,Master's Project,MATH-6980,[]
27944,Master's Thesis,MATH-6990,[]
26845,Dissertation,MATH-9990,[]
25654,Probability Theory and Applications,MATP-4600,['MATH-1020']
25655,Mathematical Models of Operations Research,MATP-4700,['MATH-2010']
30154,Data Analytics Research,MATP-4910,"['MATP-4400', 'CSCI-4100', 'ECSC-6610', 'ITWS-4600', 'ISYE-6180', 'BIOL-4200']"
25656,Introduction to Optimization,MATP-6600,"['MATH-2010', 'MATH-4090']"
30334,Topics in Optimization,MATP-6960,[]
25590,Introduction to Management,MGMT-1100,[]
25871,Management Professional Development 1,MGMT-1240,[]
25593,Business Law and Ethics,MGMT-1260,[]
25822,Statistical Methods,MGMT-2100,"['MATH-1500', 'MATH-1520']"
27888,Financial Accounting,MGMT-2300,['MGMT-1100']
30128,Managerial Finance,MGMT-2320,['MGMT-2300']
28042,Marketing Principles,MGMT-2430,['MGMT-1100']
26727,Introduction to Data Management and Analytics,MGMT-2510,[]
26794,Studies in Management,MGMT-2940,[]
30130,Networks and Value Creation,MGMT-4080,['MGMT-4100']
26028,Quantitative Methods for Business,MGMT-4100,['MGMT-2100']
25991,Operations Management,MGMT-4110,[]
25861,Computer Information Systems,MGMT-4140,[]
28286,Data Resource Management,MGMT-4170,"['MGMT-4100', 'MGMT-4110']"
30381,Introduction to Machine Learning Applications,MGMT-4190,[]
25862,Systems Analysis and Design,MGMT-4240,[]
30161,Financial Trading and Investing,MGMT-4310,['MGMT-2320']
25596,Investments I,MGMT-4320,"['MGMT-2300', 'MGMT-2320']"
27845,Advanced Corporate Finance,MGMT-4340,['MGMT-2320']
28343,Consumer Behavior and Product Design,MGMT-4460,['MGMT-2430']
27724,Marketing Research,MGMT-4470,['MGMT-2430']
25863,"Invention, Innovation, and Entrepreneurship",MGMT-4510,[]
25597,Organizational Behavior in High Performance Organizations,MGMT-4850,['MGMT-1100']
25598,Human Resources in High Performance Organizations,MGMT-4860,['MGMT-1100']
25600,Strategy and Policy,MGMT-4870,"['MGMT-2300', 'MGMT-2320', 'MGMT-2430', 'MGMT-4110']"
28096,Practicum in Management,MGMT-4900,[]
26795,Studies in Management,MGMT-4940,[]
28894,,MGMT-4961,
29702,,MGMT-4962,
29768,,MGMT-4963,
30394,,MGMT-4964,
30405,,MGMT-4965,
27197,Financial Management I,MGMT-6020,[]
26525,Talent Management,MGMT-6040,[]
26052,Business Implications of Emerging Technologies,MGMT-6060,[]
28539,Networks and Value Creation,MGMT-6080,[]
27867,Statistics for Managerial Decision-Making,MGMT-6100,[]
27871,Introduction to Accounting and Financial Management,MGMT-6190,[]
27002,Financial Trading and Investing,MGMT-6240,"['MGMT-6020', 'MGMT-6030']"
27702,"Options, Futures, and Derivatives Markets",MGMT-6370,['MGMT-6020']
30395,Advanced Corporate Finance,MGMT-6380,['MGMT-6020']
30129,Financial Econometrics Modeling,MGMT-6400,['MGMT-6100']
29767,Advanced Quantitative Methods for Business,MGMT-6460,[]
27869,Competitive Advantage and Operations Strategy,MGMT-6490,[]
27870,Financial Modeling,MGMT-6520,['MGMT-6510']
28777,Marketing Research,MGMT-6550,['MGMT-6100']
28687,Introduction to Machine Learning Applications,MGMT-6560,"['MGMT-4190', 'MGMT-6560']"
29712,Advanced Data Resource Management,MGMT-6570,[]
29530,Marketing High Technology Products,MGMT-6580,[]
26526,"Invention, Innovation, and Entrepreneurship",MGMT-6640,[]
28686,Consumer Behavior and Product Design,MGMT-6800,[]
28550,Practicum in Management,MGMT-6840,[]
29703,,MGMT-6962,
30406,,MGMT-6965,
28551,"Strategy, Technology, and Competition I",MGMT-7030,"['MGMT-6040', 'MGMT-7730', 'MGMT-6100', 'MGMT-6140', 'MGMT-6020', 'MGMT-7060', 'MGMT-6060']"
26481,Professional Development Workshop I,MGMT-7230,[]
26531,Economics and Institutions,MGMT-7730,[]
26532,Accounting for Reporting and Control,MGMT-7740,[]
28684,Professional Development Workshop I-M.S.,MGMT-7770,[]
25741,Dissertation,MGMT-9990,[]
27763,Introduction to Materials Engineering,MTLE-1200,[]
28849,Structure of Engineering Materials,MTLE-2100,['ENGR-1600']
26797,Readings in Materials,MTLE-2940,[]
25807,Introduction to Polymers,MTLE-4050,['CHEM-4620']
29594,Kinetics in Materials Systems,MTLE-4150,"['MTLE-4100', 'CHEM-1100', 'ENGR-1600']"
30147,Corrosion,MTLE-4310,[]
29595,Computational Materials Design,MTLE-4500,[]
30472,Materials Selection,MTLE-4910,"['CHEM-1100', 'ENGR-1600']"
27415,Multidisciplinary Capstone Design,MTLE-4920,"['ENGR-2050', 'MTLE-4910']"
27403,,MTLE-4940,
29214,Topics in Materials Engineering,MTLE-4960,[]
26735,Advanced Thermodynamics,MTLE-6030,['MTLE-4100']
29947,Introduction to Polymers,MTLE-6050,['CHEM-4620']
27010,Advanced Mechanical Properties of Materials,MTLE-6250,[]
27710,Advanced Structure and Bonding in Materials,MTLE-6460,[]
25708,Graduate Seminar,MTLE-6900,[]
26798,Materials Engineering Project,MTLE-6940,[]
29215,Topics in Materials Engineering,MTLE-6960,[]
30148,,MTLE-6961,
26819,Master's Project,MTLE-6980,[]
26857,Master’s Thesis,MTLE-6990,[]
29941,Dissertation,MTLE-9990,[]
25864,Introduction to Philosophy,PHIL-1110,[]
27020,Introduction to Logic,PHIL-2140,[]
29493,Philosophy of Biology,PHIL-2400,[]
26799,Philosophy Studies,PHIL-2940,[]
29142,Ethics,PHIL-4240,[]
28888,Metaphysics and Consciousness,PHIL-4480,[]
29498,Bioethics,PHIL-4500,[]
26800,Topics in Philosophy,PHIL-4940,[]
30404,,PHIL-4961,
26811,Capstone Experience in Philosophy,PHIL-4990,[]
25575,A Passion for Physics,PHYS-1010,[]
25576,Physics I,PHYS-1100,[]
27014,Honors Physics I,PHYS-1150,[]
25581,Physics II,PHYS-1200,['PHYS-1100']
28828,Materials Science,PHYS-1600,['CHEM-1100']
28642,Topics in Physics,PHYS-1960,[]
29161,,PHYS-1961,
30455,,PHYS-1962,
27830,Quantum Physics I,PHYS-2210,"['PHYS-1200', 'PHYS-1250', 'MATH-1020']"
27885,Experimental Physics,PHYS-2350,['PHYS-2220']
27252,Topics in Physics,PHYS-2960,[]
30417,Introductory Quantum Mechanics,PHYS-4100,['PHYS-2220']
29159,Electromagnetic Theory,PHYS-4210,"['PHYS-2220', 'MATH-4600']"
30418,Theoretical Mechanics,PHYS-4330,"['PHYS-1250', 'PHYS-1200', 'MATH-2400', 'MATH-2010']"
30271,Thermodynamics and Statistical Mechanics,PHYS-4420,"['PHYS-2220', 'MATH-2400', 'MATH-2010']"
25588,Solid-State Physics,PHYS-4720,['PHYS-2220']
28129,,PHYS-4961,
28350,,PHYS-4962,
29146,,PHYS-4964,
29683,,PHYS-4965,
30397,,PHYS-4966,
26739,Quantum Mechanics I,PHYS-6510,['PHYS-4100']
30149,Quantum Mechanics III,PHYS-6530,['PHYS-6510']
26738,Statistical Mechanics,PHYS-6590,['PHYS-6510']
25960,Seminar,PHYS-6900,[]
30398,,PHYS-6961,
30459,,PHYS-6965,
27128,Master's Project,PHYS-6980,[]
26821,Master’s Thesis,PHYS-6990,[]
25717,Dissertation,PHYS-9990,[]
25986,General Psychology,PSYC-1200,[]
29501,Research Methods and Statistics I,PSYC-2310,"['PSYC-1200', 'COGS-2120']"
25618,Social Psychology,PSYC-2730,['PSYC-1200']
25899,Motivation and Performance,PSYC-4110,['PSYC-1200']
29156,Research Methods and Statistics II,PSYC-4310,['PSYC-2310']
30432,Introduction to Cognitive Neuroscience,PSYC-4330,"['PSYC-1200', 'COGS-2120']"
26507,Cognitive Psychology,PSYC-4370,"['PSYC-1200', 'COGS-2120']"
30213,Psychology of Mindfulness,PSYC-4430,[]
29455,Sensibilities,PSYC-4440,"['IHSS-1150', 'IHSS-1140', 'PSYC-1200']"
29693,"Drugs, Society, and Behavior",PSYC-4500,['PSYC-1200']
29694,Abnormal Psychology,PSYC-4720,['PSYC-1200']
28812,Positive Psychology,PSYC-4730,[]
30402,Topics in Psychology,PSYC-4960,['PSYC-1200']
28920,,PSYC-4962,
28922,,PSYC-4963,
26813,Undergraduate Thesis,PSYC-4990,[]
25563,"Science, Technology, and Society",STSH-1110,[]
30407,American History,STSH-2500,[]
26806,Readings in Science and Technology Studies,STSH-2940,[]
29723,Bioethics,STSH-4250,['STSS-1110']
30215,Sustainability Careers,STSH-4300,['STSS-2300']
29742,History of Medicine,STSH-4420,"['IHSS-1410', 'IHSS-1420', 'IHSS-1430', 'TSHS-1110', 'STSH-2500', 'STSS-2520']"
26736,Design and Innovation Studio B,STSH-4610,['ENGR-2020']
30313,Public Service and Social Justice,STSH-4800,[]
26804,Readings in Science and Technology Studies,STSH-4940,[]
29697,Design and Innovation Senior Project,STSH-4970,['ENGR-2020']
26805,Readings in Science and Technology Studies,STSH-6940,[]
25685,"Science, Technology, and Society",STSS-1110,[]
30216,Investigating Society,STSS-2100,"['STSS-1110', 'STSH-1110', 'IHSS-1110']"
30316,Environment and Society,STSS-2300,"['STSH-1110', 'STSS-1110']"
26803,"Readings in Science and Technology Studies, Anthropology/Archaeology, History, Political Science, or Sociology",STSS-2940,[]
29624,Professional Development  2 –Technical Issues and Solutions,STSS-4100,[]
29638,Politics of Design,STSS-4350,[]
30315,Public Service and Social Justice,STSS-4800,[]
26807,"Readings in Science and Technology Studies, Anthropology/Archaeology, History, Political Science, or Sociology",STSS-4940,[]
29698,Design and Innovation Senior Project,STSS-4970,['ENGR-2020']
29467,Research Design,STSS-4980,[]
29228,Concepts in Science and Technology Studies,STSS-6010,[]
26808,Readings in Science and Technology Studies,STSS-6940,[]
30229,Topics in Science and Technology Studies,STSS-6960,[]
28141,Dissertation,STSS-9990,[]
25709,Air Force Leadership Laboratory,USAF-0010,[]
25731,Air and Space Studies 100A (Heritage and Values of the U.S. Air Force),USAF-1010,[]
25732,Air and Space Studies 200A (Team and Leadership Fundamentals),USAF-2030,['USAF-0010']
25733,Air and Space Studies 300A (Leading People and Effective Communication),USAF-2050,"['USAF-1010', 'USAF-1020', 'USAF-2030', 'USAF-2040', 'USAF-0080']"
25734,Air and Space Studies 400A (National Security Affairs/Preparation for Active Duty),USAF-2070,"['USAF-1010', 'USAF-1020', 'USAF-2030', 'USAF-2040', 'USAF-2050', 'USAF-2060', 'USAF-0080']"
27222,Fundamentals of Military Science Lab I,USAR-0010,[]
27223,Applied Leadership Lab I,USAR-0030,[]
27224,Applied Military Leadership Lab I,USAR-0050,[]
27225,Advanced Military Management and Leadership Lab I,USAR-0070,[]
25692,Fundamentals of Military Science,USAR-1010,[]
25693,Applied Leadership I,USAR-2010,[]
25694,Applied Military Leadership I,USAR-2060,[]
25695,Advanced Military Management and Leadership I,USAR-4010,[]
29708,Drill/Laboratory,USNA-0010,[]
25697,Introduction to Naval Science,USNA-1010,[]
25702,Leadership and Management,USNA-2030,[]
25698,Navigation,USNA-2050,[]
25700,Naval Ships Systems II,USNA-2070,[]
28792,Writing in Context,WRIT-1110,[]
28024,Creative Writing: Creative Non-Fiction,WRIT-2320,[]
27914,Creative Writing:  The Short Story,WRIT-2330,[]
28793,Speech Communication,WRIT-2340,[]
29704,Proposing and Persuading,WRIT-4550,"['WRIT-1110', 'WRIT-2110', 'COMM-2520']"
29828,,WRIT-6960,
43519,,ADMN-1962,
40359,Environmental and Ecological Systems,ARCH-2360,['ARCH-2370']
42775,"Energy, Comfort, and Ecology",ARCH-2370,[]
42779,Digital Constructs 2,ARCH-2530,['ARCH-2520']
43178,Digital Constructs 4,ARCH-2550,['ARCH-2540']
42776,Architectural Design Studio 2,ARCH-2810,['ARCH-2800']
43161,Architectural Design Studio 4,ARCH-2830,['ARCH-2820']
40480,Projects in Architecture and Environmental Design,ARCH-2940,[]
42825,Architectural Case Studies,ARCH-4090,"['ARCH-2150', 'ARCH-2160']"
43754,An Architectural Genealogy,ARCH-4100,"['ARCH-2150', 'ARCH-2160']"
43472,Contemporary Design Approaches,ARCH-4150,['ARCH-4120']
43755,Construction Industry Seminar 2,ARCH-4520,['ARCH-4510']
43756,Building Sciences Capstone,ARCH-4530,['ARCH-4520']
43757,Entrepreneurship and Architecture,ARCH-4590,['ARCH-4540']
40360,Building Systems and Environment,ARCH-4740,['ARCH-2360']
