course_crn,full_name,short_name,prerequisites
41525,Architectural Acoustics 2,ARCH-4850,['ARCH-4840']
43762,Aural Architecture,ARCH-4880,['ARCH-4860']
43436,Final Project Design Studio,ARCH-4920,"['ARCH-4910', 'ARCH-4790']"
42178,,ARCH-4936,
40104,Advanced Individual Projects in Architecture and Environmental Design,ARCH-4940,[]
44075,,ARCH-4952,
43786,,ARCH-4962,
44967,,ARCH-4967,
43215,,ARCH-4969,
43201,"History, Theory, Criticism 2",ARCH-5110,['ARCH-5100']
43205,Digital Constructs 2,ARCH-5170,['ARCH-5160']
43204,Graduate Architecture Design 2,ARCH-5210,['ARCH-5200']
43203,Environmental and Ecological Systems,ARCH-5310,[]
43206,Entrepreneurship and Architecture,ARCH-5330,['ARCH-5380']
43208,Building Systems and the Environment,ARCH-5360,['ARCH-5310']
43209,Professional Practice 1,ARCH-5380,['ARCH-5330']
43391,Professional Practice 2,ARCH-5390,['ARCH-5380']
44072,Built Ecologies 2,ARCH-6330,"['ARCH-6310', 'ARCH-6320']"
44066,Interdisciplinary Research Studio,ARCH-6360,"['ARCH-6340', 'ARCH-6350', 'ARCH-6310', 'ARCH-6320']"
43207,Graduate Architecture Design 4,ARCH-6620,['ARCH-6610']
43202,"History, Theory, Criticism 3",ARCH-6680,['ARCH-5110']
41963,Graduate Thesis Seminar: Acoustics,ARCH-6830,['ARCH-6810']
40411,Sonics Research Laboratory 2,ARCH-6880,"['ARCH-6870', 'ARCH-4870']"
41962,Aural Architecture,ARCH-6890,['ARCH-6860']
42477,Graduate Thesis Seminar,ARCH-6900,[]
43400,Graduate Final Project,ARCH-6948,[]
45017,,ARCH-6968,
44639,,ARCH-6969,
44397,Intermediate Digital Imaging,ARTS-2040,['ARTS-1020']
44078,2D Experimental Animation,ARTS-2060,"['ARTS-1020', 'ARTS-1040', 'ARTS-1200']"
44425,Deep Listening,ARTS-2180,[]
44978,Histories of Western Music,ARTS-2500,[]
44120,Ensemble Nonlinear,ARTS-2600,[]
44992,,ARTS-2963,
44993,,ARTS-2964,
44402,3D Visual Effects,ARTS-4060,['ARTS-2230']
45014,,ARTS-4080,
43471,Music and Technology II,ARTS-4160,['ARTS-2020']
42605,Advanced Drawing,ARTS-4200,['ARTS-1200']
44405,Ensemble Nonlinear,ARTS-4600,[]
44982,Exploring Movement and Sound,ARTS-4620,[]
44181,Science Fictions,ARTS-4640,"['ARTS-1020', 'ARTS-1030', 'ARTS-1040', 'ARTS-1200', 'ARTS-2020', 'ARTS-2380', 'ARTS-2220', 'IHSS-1030', 'IHSS-1040', 'IHSS-1170', 'IHSS-1180', 'ARTS-4120', 'ARTS-4140']"
44641,Sound Recording and Production II,ARTS-4700,['ARTS-2700']
42606,Creative Seminar II,ARTS-4850,[]
42828,Advanced Digital Imaging,ARTS-4860,[]
44983,Interdisciplinary Research Seminar,ARTS-4880,"['ARTS-4380', 'ARTS-4160']"
44994,Topics in the Arts,ARTS-4960,[]
43781,Electronic Arts Overview,ARTS-6110,[]
44979,"Art, Community, and Technology",ARTS-6250,[]
44080,Ensemble Nonlinear,ARTS-6600,[]
44182,Science Fictions,ARTS-6640,[]
42829,Advanced Digital Imaging,ARTS-6860,[]
44988,Topics in Electronic Arts,ARTS-6960,[]
44995,,ARTS-6961,
45015,,ARTS-6962,
44918,"Stars, Galaxies, and the Cosmos",ASTR-1520,[]
41297,Special Projects in Astronomy,ASTR-2940,[]
44906,,ASTR-2962,
42840,Gravitation and Cosmology,ASTR-4240,"['PHYS-4330', 'MATH-4600']"
41298,Special Projects in Astronomy,ASTR-4940,[]
41299,Readings in Astronomy and Astrophysics,ASTR-6940,[]
43643,Professional Project,ASTR-6970,[]
41584,,ASTR-9990,
41332,Genetic Engineering,BCBP-4310,"['BCBP-4760', 'BIOL-4620']"
42617,Molecular Modeling,BCBP-4550,"['MATH-1020', 'BIOL-4620', 'BIOL-4760']"
43726,The Biology of Systems,BCBP-4660,"['BIOL-4620', 'BCBP-4760']"
44065,Biochemistry Laboratory,BCBP-4710,"['BIOL-1010', 'BIOL-2120']"
40019,Molecular Biochemistry II,BCBP-4770,['BCBP-4760']
44717,,BCBP-4962,
41331,Genetic Engineering,BCBP-6310,['BCBP-4310']
42616,Molecular Modeling,BCBP-6420,"['MATH-1020', 'BIOL-4620', 'BIOL-4760']"
43727,The Biology of Systems,BCBP-6650,"['BIOL-4620', 'BCBP-4760']"
43200,,BCBP-6963,
44279,Professional Project,BCBP-6970,[]
45064,,BIOL-2941,
41939,From Neuron to Behavior,BIOL-4100,"['BIOL-1010', 'BIOL-2120']"
43458,Investigative Medicine II,BIOL-4120,['BIOL-4110']
44133,Cellular Neuroscience,BIOL-4150,"['BIOL-4100', 'BIOL-4260']"
41521,Developmental Biology,BIOL-4250,"['BIOL-2120', 'BIOL-2500']"
42453,Microbiology,BIOL-4310,['BIOL-2120']
40402,Molecular Modeling,BIOL-4550,"['MATH-1020', 'BIOL-4620', 'BIOL-4760']"
40020,Molecular Biology,BIOL-4620,"['BIOL-2120', 'BIOL-2500']"
43724,The Biology of Systems,BIOL-4660,"['BIOL-4620', 'BIOL-4760']"
44061,Biochemistry Laboratory,BIOL-4710,"['BIOL-1010', 'BIOL-2120']"
40021,Molecular Biochemistry II,BIOL-4770,['BIOL-4760']
41349,Principles of Ecology,BIOL-4850,"['BIOL-1010', 'BIOL-2120']"
42638,Evolution,BIOL-4860,['BIOL-2500']
44062,The Global Environment,BIOL-4880,['BIOL-4850']
44715,,BIOL-4962,
42172,Biomedical Research,BIOL-4980,[]
41942,From Neuron to Behavior,BIOL-6100,"['BIOL-1010', 'BIOL-2120']"
44134,Cellular Neuroscience,BIOL-6150,"['BIOL-4100', 'BIOL-4260']"
42180,Microbiology,BIOL-6310,[]
42618,Molecular Modeling,BIOL-6420,"['MATH-1020', 'BIOL-4620', 'BIOL-4760']"
41519,Biology Core Course II,BIOL-6520,['BIOL-6510']
43725,The Biology of Systems,BIOL-6650,"['BIOL-4620', 'BIOL-4760']"
44063,The Global Environment,BIOL-6880,['BIOL-4850']
42646,Research Rotation ll,BIOL-6920,[]
42647,Research Rotation lll,BIOL-6930,[]
42276,,BIOL-6980,
44767,Programming for BME,BMED-2050,['ENGR-1100']
43783,Investigative Medicine II,BMED-4120,"['BIOL-4110', 'BMED-4110']"
43784,Biomedical Research,BMED-4130,[]
44768,Biomedical Transport Phenomena,BMED-4250,"['ENGR-1100', 'PHYS-1100', 'MATH-2400']"
43738,BioMEMs,BMED-4410,[]
43425,Biophotonics,BMED-4440,['PHYS-1200']
42802,Biological Imaging Analysis,BMED-4460,['BMED-2300']
44195,Biomedical Data Science,BMED-4480,"['MATH-2010', 'ENGR-2600']"
41342,Intro to Cell and Tissue Engineering,BMED-4650,"['ENGR-2530', 'BMED-2540', 'BMED-4250', 'ENGR-2250']"
43221,Muscle Mechanics and Modeling,BMED-4660,[]
42803,,BMED-4962,
43740,BioMEMs,BMED-6410,[]
43426,Biophotonics,BMED-6440,['PHYS-1200']
42804,Biological Imaging Analysis,BMED-6460,[]
44196,Biomedical Data Science,BMED-6480,[]
42636,Introduction to Cell and Tissue Engineering,BMED-6650,"['ENGR-2530', 'BMED-2540', 'ENGR-2250']"
43222,Muscle Mechanics and Modeling,BMED-6660,[]
44554,,BMED-6961,
42837,,BMED-6962,
40254,Chemistry II,CHEM-1200,"['CHEM-1100', 'CHEM-1110']"
44460,Chemistry II (Without lab),CHEM-1210,"['CHEM-1100', 'CHEM-1110']"
40018,Inorganic Chemistry I,CHEM-2030,"['CHEM-1200', 'ENGR-1600']"
40572,Organic Chemistry II,CHEM-2260,['CHEM-2250']
40476,Experimental Chemistry II: Synthesis and Characterization,CHEM-2290,[]
42710,Chemistry Laboratory: Selected Experiments,CHEM-2360,[]
42486,Introduction to Geochemistry,CHEM-2540,"['ERTH-1100', 'ERTH-1200']"
40477,Experimental Chemistry IV: Physical and Instrumental Methods,CHEM-4120,[]
44461,NMR Spectroscopy for Scientists and Engineers,CHEM-4140,[]
44566,Industrial Chemistry,CHEM-4200,['CHEM-2250']
41977,Introduction to Polymer Chemistry,CHEM-4620,['CHEM-2260']
40074,Molecular Biochemistry II,CHEM-4770,['CHEM-4760']
40498,,CHEM-4940,
44938,,CHEM-4961,
43514,,CHEM-4963,
45055,,CHEM-4966,
43648,Advanced Research Project,CHEM-4970,[]
44462,NMR Spectroscopy for Scientists and Engineers,CHEM-6140,[]
44463,Organic Spectra Interpretation,CHEM-6200,[]
43714,"Glycochemistry, Glycobiology, and Glychotechnology",CHEM-6250,[]
43888,Natural and Biobased Polymers and Materials,CHEM-6610,[]
44939,,CHEM-6961,
44102,"Energy, Entropy, and Equilibrium",CHME-2020,"['CHME-2010', 'MATH-2400']"
41545,Chemical Process Design,CHME-4050,"['CHME-4040', 'CHME-4500']"
41543,Chemical Engineering Laboratory II,CHME-4160,"['CHME-4150', 'CHME-4040', 'CHME-4500']"
41542,Bioprocessing Laboratory Course,CHME-4170,['CHME-4430']
41127,Chromatographic Separation Processes,CHME-4400,[]
44135,,CHME-4962,
45053,,CHME-4968,
42650,Chromatographic Separations,CHME-6440,[]
40306,Advanced Transport Phenomena I,CHME-6510,"['CHME-4010', 'CHME-4020']"
44799,An Introduction to Multiphase Flow and Heat Transfer I,CHME-6840,[]
44136,,CHME-6962,
44987,,CHME-6969,
42478,Introduction to Civil and Environmental Engineering,CIVL-1100,[]
43995,Introduction to Transportation Engineering,CIVL-2030,[]
44007,Introduction to Geotechnical Engineering,CIVL-2630,['ENGR-2530']
44001,Introduction to Structural Engineering,CIVL-2670,['ENGR-2530']
44056,Concrete Design,CIVL-4080,['CIVL-2670']
40114,Geotechnical Design,CIVL-4150,['CIVL-2630']
40150,Construction Management,CIVL-4270,[]
43160,Design for Constructability,CIVL-4280,"['CIVL-4070', 'CIVL-4080']"
41940,Matrix Structural Analysis,CIVL-4440,['CIVL-2670']
42480,Conceptual Structural Systems,CIVL-4450,['CIVL-2670']
44747,System Modeling for Civil and Environmental Engineering,CIVL-4570,[]
44748,Mass Transit Systems,CIVL-4620,['CIVL-2030']
43997,Transportation System Planning,CIVL-4640,['CIVL-2030']
40311,Civil Engineering Capstone Design,CIVL-4920,"['CIVL-4070', 'CIVL-4080', 'CIVL-4010', 'CIVL-4140', 'CIVL-4150', 'CIVL-4620', 'CIVL-4640', 'CIVL-4660', 'CIVL-4670', 'ENVE-4200', 'ENVE-4330', 'ENVE-4340', 'ENVE-4350', 'ENGR-2050']"
40500,Readings in Civil Engineering,CIVL-4940,[]
44785,Topics in Civil Engineering,CIVL-4960,[]
44557,,CIVL-4962,
43998,Transportation Systems Planning,CIVL-6250,['CIVL-2030']
40579,Advanced Steel Design,CIVL-6320,['CIVL-4070']
44746,Advanced Foundations and Earth Structures,CIVL-6520,"['CIVL-4010', 'CIVL-4150']"
44744,"Seepage, Drainage, and Groundwater",CIVL-6530,['CIVL-2630']
40097,Civil and Environmental Engineering Graduate Seminar,CIVL-6900,[]
44786,Topics in Civil Engineering,CIVL-6960,[]
42841,Cognitive Modeling,COGS-4210,['CSCI-2300']
44911,The Linguistics of Computational Linguistics,COGS-4340,['COGS-2340']
42823,Behavioral Neuroscience,COGS-4360,"['PSYC-1200', 'PHIL-2120']"
42590,Stress and the Brain,COGS-4610,['PSYC-1200']
44913,Language-Endowed Intelligent Agents,COGS-4880,[]
43180,Cognitive Modeling I,COGS-6210,[]
44912,The Linguistics of Computational Linguistics,COGS-6340,[]
44914,Language-Endowed Intelligent Agents,COGS-6880,[]
44487,Topics in Cognitive Science,COGS-6960,[]
43682,Typography,COMM-2570,[]
42705,Writing for Games I,COMM-4240,"['GSAS-2520', 'WRIT-2330']"
44477,Creative Seminar II,COMM-4350,['COMM-4340']
43674,Information Design,COMM-4470,['COMM-2660']
44420,Interface Design: Hypermedia Theory and Application,COMM-4690,['ITWS-1100']
44925,Brand Identity Design,COMM-4730,"['COMM-2660', 'COMM-2570', 'COMM-2680']"
44922,,COMM-4962,
41125,,COOP-4010,
42833,Principles of Software,CSCI-2600,"['CSCI-1200', 'CSCI-2200']"
40335,Design and Analysis of Algorithms,CSCI-4020,['CSCI-2300']
42678,Introduction to Artificial Intelligence,CSCI-4150,['CSCI-2300']
40307,Operating Systems,CSCI-4210,"['CSCI-2300', 'CSCI-2500', 'ECSE-2660']"
44842,Cryptography and Network Security I,CSCI-4230,"['CSCI-2300', 'CSCI-4210', 'CSCI-4220']"
40328,Graph Theory,CSCI-4260,"['CSCI-1100', 'CSCI-2200']"
44844,Computational Vision,CSCI-4270,"['CSCI-2300', 'MATH-2010']"
43182,Parallel Programming,CSCI-4320,"['CSCI-2300', 'CSCI-2500', 'ECSE-2660']"
42622,X-informatics,CSCI-4400,['CSCI-1200']
44917,Computability and Logic,CSCI-4420,"['PHIL-2140', 'CSCI-2200']"
43708,Principles of Program Analysis,CSCI-4450,['CSCI-4430']
44903,Open Source Software,CSCI-4470,"['CSCI-2300', 'CSCI-2600']"
44024,Distributed Computing Over The Internet,CSCI-4500,"['CSCI-4430', 'CSCI-4210', 'CSCI-4220']"
44106,Advanced Computer Graphics,CSCI-4530,"['CSCI-2300', 'CSCI-2600', 'ECSE-4750']"
43993,Game Development II,CSCI-4540,[]
44924,,CSCI-4965,
42807,,CSCI-4976,
44843,Cryptography and Network Security I,CSCI-6230,"['CSCI-2300', 'CSCI-4210', 'CSCI-4220']"
44845,Computational Vision,CSCI-6270,"['CSCI-2300', 'MATH-2010']"
43183,Parallel Computing,CSCI-6360,['CSCI-4210']
43186,Data and Society,CSCI-6370,"['CSCI-4350', 'ITWS-4350']"
42623,X-informatics,CSCI-6400,['CSCI-1200']
43709,Principles of Program Analysis,CSCI-6450,['CSCI-4430']
44025,Distributed Computing Over The Internet,CSCI-6500,"['CSCI-4430', 'CSCI-4210', 'CSCI-4220']"
44107,Advanced Computer Graphics,CSCI-6530,"['CSCI-2300', 'CSCI-2600', 'ECSE-4750']"
44831,Numerical Solution of Ordinary Differential Equations,CSCI-6820,"['MATH-4800', 'CSCI-4800']"
44866,Numerical Solution of Partial Differential Equations,CSCI-6840,"['MATH-4800', 'CSCI-4800']"
41991,Topics in Computer Science,CSCI-6960,[]
44027,,CSCI-6967,
43245,Professional Project,CSCI-6970,[]
44431,Economics of Biotech and Medical Innovations,ECON-4290,"['ECON-1200', 'IHSS-1200']"
43698,Law and Economics,ECON-4310,"['ECON-1200', 'IHSS-1200']"
44432,Economic Models of Decision-Making,ECON-4320,"['ECON-1200', 'IHSS-1200']"
44362,Experimental Economics,ECON-4360,"['ECON-1200', 'IHSS-1200', 'ENGR-2600', 'MGMT-2100', 'MATP-4600', 'PSYC-2310', 'BIOL-4200']"
44874,,ECON-4410,
44875,Economics of Growth & Innovation,ECON-4430,"['ECON-2020', 'MATH-2010']"
44876,Applied Econometrics,ECON-4580,"['ECON-4570', 'MATH-2010', 'ENGR-2600', 'MGMT-2100', 'MATP-4600', 'PSYC-2310', 'BIOL-4200']"
44877,Advanced Data Analytics & Policy Evaluation,ECON-4590,"['ECON-4580', 'MATH-2010', 'ENGR-2600', 'MGMT-2100', 'MATP-4600', 'PSYC-2310', 'BIOL-4200']"
44434,Applied Microeconomics,ECON-6010,[]
44872,Advanced Data Analytics and Policy Evaluation,ECON-6040,['ECON-6030']
44360,Economics of Growth and Innovation,ECON-6130,[]
44436,Economics of Biotech and Medical Innovations,ECON-6290,[]
44873,Economic Models of Decision-Making,ECON-6320,[]
44421,Experimental Economics,ECON-6360,[]
40153,,ECSE-2940,
41350,Digital Electronics,ECSE-4040,"['ECSE-2050', 'ECSE-2610']"
42844,Advanced Electronic Circuits,ECSE-4050,['ECSE-2050']
41969,Electromechanics,ECSE-4120,['ECSE-2110']
41970,EPE Laboratory,ECSE-4130,"['ECSE-4080', 'ECSE-4110', 'ECSE-4120']"
44847,Modeling and Simulation for Cyber-Physical Systems,ECSE-4170,"['MATH-2010', 'MATH-2400']"
43978,Introduction to Optoelectronics Technology,ECSE-4370,['ECSE-2210']
44759,Robotics II,ECSE-4490,"['ECSE-4480', 'CSCI-4480']"
43975,Distributed Systems and Sensor Networks,ECSE-4500,['ECSE-2410']
41133,Introduction to Image Processing,ECSE-4540,"['ECSE-4530', 'MATH-2010']"
43675,Digital Communications,ECSE-4560,['ECSE-4520']
44849,Internetworking of Things,ECSE-4660,"['ECSE-2660', 'CSCI-2500']"
43715,Applied Parallel Computing for Engineers,ECSE-4740,['ECSE-2660']
40042,Real-Time Applications in Control and Communications,ECSE-4760,"['ECSE-4440', 'ECSE-4520']"
44137,Introduction to Deep Learning,ECSE-4850,"['ECSE-2500', 'MATH-2010', 'CSCI-1200']"
44762,,ECSE-4961,
43721,,ECSE-4966,
42845,Advanced Electronic Circuits,ECSE-6050,['ECSE-2050']
44848,Modeling and Simulation for Cyber-Physical Systems,ECSE-6170,[]
43977,Advanced Device Concepts,ECSE-6210,['ECSE-2210']
40334,Integrated Circuit Fabrication Laboratory,ECSE-6300,['ECSE-4250']
43979,Nonlinear Control Systems,ECSE-6420,"['ECSE-6400', 'MANE-6600']"
44763,Adaptive Systems,ECSE-6480,['ECSE-6400']
44760,Robotics II,ECSE-6490,"['ECSE-4480', 'CSCI-4480']"
43976,Distributed Systems and Sensor Networks,ECSE-6500,['ECSE-2410']
44764,Information Theory and Coding,ECSE-6530,[]
43676,Digital Communications,ECSE-6560,['ECSE-4520']
44850,Internetworking of Things,ECSE-6660,"['ECSE-2660', 'CSCI-2500']"
44138,Introduction to Deep Learning,ECSE-6850,"['ECSE-2500', 'MATH-2010', 'CSCI-1200']"
40507,"Readings in Electrical, Computer, and Systems Engineering",ECSE-6940,[]
44765,,ECSE-6961,
43679,,ECSE-6962,
43456,Introduction to Manufacturing Planning,ENGR-2700,['MATH-1020']
42644,Design and Innovation Studio C,ENGR-4610,['ENGR-2020']
43369,Manufacturing Processes and Systems Laboratory II,ENGR-4720,['ENGR-4710']
40509,,ENGR-4940,
44000,Introduction to Environmental Engineering,ENVE-2110,"['CHEM-1100', 'MATH-2400', 'CIVL-2050']"
40578,Environmental Process Design,ENVE-4180,['ENGR-2050']
44296,Solid and Hazardous Waste Engineering,ENVE-4200,[]
44750,Bench Scale Design,ENVE-4240,[]
44776,Environmental Impact Analysis,ENVE-6160,[]
40085,Geology II: Earth's Surface,ERTH-1200,[]
43736,Geology ll: Earth's Surface Lab,ERTH-1250,['ERTH-1200']
44568,Introduction to Astrobiology,ERTH-1510,[]
43994,Introduction to Geophysics,ERTH-2100,['ERTH-1100']
40130,Introduction to Geochemistry,ERTH-2140,[]
42620,Xinformatics,ERTH-4400,"['CSCI-1200', 'CSCI-4960']"
41949,"Earth's Climate: Past, Present, and Future",ERTH-4500,['CHEM-1100']
45004,Aqueous Geochemistry,ERTH-4690,"['CHEM-1100', 'ERTH-1100']"
43872,Geographic Information Systems in the Sciences,ERTH-4750,[]
44998,,ERTH-4961,
42621,Xinformatics,ERTH-6400,"['CSCI-1200', 'CSCI-6960']"
45003,Seminar in Geophysics: Selected Topics,ERTH-6580,[]
45063,Aqueous Geochemistry,ERTH-6690,"['CHEM-1100', 'ERTH-1100']"
44884,Game Narrative Design,GSAS-4260,"['GSAS-2520', 'COMM-4240']"
43816,Game Development II,GSAS-4540,['GSAS-4520']
44885,Game Architecture,GSAS-4550,"['CSCI-4530', 'ECSE-4750']"
44125,Topics in Games,GSAS-4960,[]
44888,GSAS Capstone,GSAS-4990,['GSAS-4510']
44889,Topics in Game Research,GSAS-6200,[]
44890,Research Methods in Critical Game Design,GSAS-6300,[]
44551,Environmental Seminar,IENV-1910,[]
44857,Behind the TV Screen,IHSS-1030,[]
44862,Documentary in the 21st Century: Identity Production,IHSS-1040,[]
44863,"Philosophy, Technology, & the Human Future",IHSS-1130,[]
44320,Science and Scientific Misconduct,IHSS-1160,[]
44375,Great Ideas in Philosophy,IHSS-1165,[]
43421,IT and Society,IHSS-1220,[]
44189,A Century of Environmental Thought,IHSS-1320,[]
44439,War and Society,IHSS-1510,[]
43780,,IHSS-1966,
44295,Design and Innovation Studio II,IHSS-2610,['IHSS-1610']
44999,Ethnography,IHSS-6410,[]
44567,Introduction to Astrobiology,ISCI-1510,[]
45046,Capstone in Astrobiology,ISCI-4610,[]
43455,Production and Operations Management,ISYE-2210,['MATH-1020']
42344,Engineering Project Management,ISYE-4240,[]
44909,Human Performance Modeling and Support,ISYE-4260,['ENGR-2600']
44459,Systems Engineering and Social Media,ISYE-4350,[]
45059,,ISYE-4961,
42793,Applied Regression Analysis,ISYE-6010,"['ISYE-4140', 'MATP-4600', 'ISYE-4760', 'MATP-4620']"
44910,Systems Engineering and Social Media,ISYE-6350,[]
44832,Integer and Combinatorial Optimization,ISYE-6760,[]
44458,Seminar in ISYE Research,ISYE-6900,[]
42149,IT and Society,ITWS-1220,[]
43695,Introduction to Human Computer Interaction,ITWS-2210,[]
42340,Information System Security,ITWS-4370,"['CSCI-2500', 'ECSE-2660']"
42595,X-Informatics,ITWS-4400,[]
42806,Web Science Systems Development,ITWS-4500,"['ITWS-2110', 'CSCI-1200']"
44932,,ITWS-4960,
42596,X-Informatics,ITWS-6400,[]
44933,,ITWS-6960,
43399,Chinese V,LANG-4470,['LANG-4430']
43810,Lighting Workshop,LGHT-4760,[]
43809,Light and Health,LGHT-4870,['LGHT-4840']
40267,Advanced Individual Projects in Lighting,LGHT-4940,[]
40581,Lighting Workshop,LGHT-6760,['LGHT-4230']
40693,Light and Health,LGHT-6770,['LGHT-4840']
42822,Lighting Leadership Seminar,LGHT-6780,[]
43225,,LGHT-6960,
44387,Modern and Contemporary Literature,LITR-2150,[]
44941,Irish Literature,LITR-4230,[]
41306,Literature Studies,LITR-6940,[]
43408,Fundamentals of Flight,MANE-1060,[]
44331,Introduction to Nuclear Engineering,MANE-1100,[]
44892,,MANE-1961,
44011,Fundamentals of Nuclear Engineering,MANE-2400,['MANE-2830']
40479,Spaceflight Mechanics,MANE-4100,"['ENGR-2090', 'MATH-2400']"
43482,Introduction to Computational Fluid Dynamics,MANE-4140,"['ENGR-2250', 'MANE-2720', 'MATH-2010']"
42353,Machine Dynamics,MANE-4170,"['ENGR-2090', 'MATH-2400']"
40361,Mechanisms,MANE-4180,['ENGR-2090']
44452,VTOL Aircraft Design,MANE-4210,"['MANE-4120', 'MANE-4130', 'MANE-4090']"
42162,Air Vehicle Design,MANE-4230,"['MANE-4060', 'MANE-4070', 'MANE-4090']"
43453,Inventor's Studio 3,MANE-4330,"['MANE-2220', 'ENGR-2050', 'MANE-4220']"
44042,Nuclear Instrumentation and Measurement,MANE-4350,['MANE-2830']
40367,Nuclear Engineering Senior Design Project II,MANE-4390,['MANE-4380']
44794,Applied Atomic and Nuclear Physics,MANE-4410,['MANE-2830']
44345,Radiation Technology,MANE-4420,['MANE-2830']
44361,Engineering Materials for Nuclear Application,MANE-4460,[]
44837,Analysis of Manufacturing Processes,MANE-4640,"['ENGR-2530', 'MANE-4030']"
43722,,MANE-4961,
44050,Introduction to CFD,MANE-6140,"['ENGR-2250', 'MANE-2720', 'MATH-2010']"
44453,VTOL Aircraft Design,MANE-6210,"['MANE-4120', 'MANE-4130']"
44356,Radiation Technology and Applications,MANE-6260,['MANE-2830']
44363,Nuclear Reactor Materials,MANE-6380,['MANE-4480']
44795,Atomic and Nuclear Physics Applications,MANE-6390,['MANE-2830']
44796,Fracture Mechanics and Fatigue of Materials,MANE-6460,['MANE-4640']
44838,Nonlinear Control Systems,MANE-6610,"['ECSE-6400', 'MANE-6600']"
44797,Finite Element Programming,MANE-6680,"['MANE-6660', 'CIVL-6660', 'MATH-6860', 'CSCI-6860']"
43181,Manufacturing Systems Integration,MANE-6800,[]
44798,An Introduction to Multiphase Flow and Heat Transfer I,MANE-6840,[]
43720,"Topics in Mechanical Engineering, Aeronautical Engineering, Nuclear Engineering, or Engineering Physics",MANE-6960,[]
43401,Mathematical Methods in Management and Economics,MATH-1520,"['MATH-1010', 'MATH-1500']"
40134,Abstract Algebra,MATH-4010,"['MATH-4090', 'MATH-4100']"
44752,Introduction to Number Theory,MATH-4020,['MATH-1020']
44899,Computability and Logic,MATH-4030,"['PHIL-2140', 'CSCI-2200']"
44540,Graph Theory,MATH-4150,"['CSCI-1100', 'CSCI-2200', 'MATH-4090']"
40024,Introduction to Complex Variables: Theory and Applications,MATH-4300,['MATH-2010']
40025,Methods of Partial Differential Equations of Mathematical Physics,MATH-4500,"['MATH-2010', 'MATH-2400']"
44753,Numerical Linear Algebra with Applications,MATH-4840,['MATH-4800']
40594,Readings in Mathematics,MATH-4940,[]
44756,Ordinary Differential Equations,MATH-6400,"['MATH-4300', 'MATH-4400']"
44754,Complex Variables and Integral Transforms with Applications,MATH-6640,"['MATH-2400', 'MATH-4300', 'MATH-4600']"
44755,Numerical Solution of Ordinary Differential Equations,MATH-6820,"['MATH-4800', 'CSCI-4800']"
43667,Numerical Solution of Partial Differential Equations,MATH-6840,"['MATH-4800', 'CSCI-4800']"
40515,Readings in Mathematics,MATH-6940,[]
40384,Introduction to Research in Mathematics,MATH-6951,[]
44931,Topics in Mathematics,MATH-6960,[]
42939,Master’s Practicum in Mathematics,MATH-6970,[]
43395,Introduction to Data Mathematics,MATP-4400,"['MATH-1010', 'CSCI-1100']"
40022,Computational Optimization,MATP-4820,"['MATH-2010', 'ENGR-1100', 'CSCI-1100']"
40435,Computational Optimization,MATP-6610,"['MATH-2010', 'ENGR-1100', 'CSCI-1100']"
44757,Integer and Combinatorial Optimization,MATP-6620,"['MATH-2010', 'MATP-4700']"
40106,"Readings in Mathematical Programming, Probability, and Mathematical Statistics",MATP-6940,[]
40250,Management Professional Development 2,MGMT-1250,[]
43372,IT Project Management,MGMT-4150,[]
44878,Applied Analytics and Predictive Modeling,MGMT-4160,['MGMT-4100']
45020,Supply Chain Analytics,MGMT-4175,"['MGMT-4100', 'MGMT-4110']"
45039,Financial Statement Analysis,MGMT-4260,[]
44769,Student Managed Investment Fund,MGMT-4420,['MGMT-4310']
42461,Internet Marketing,MGMT-4450,['MGMT-2430']
40010,Advertising Strategy and Promotions,MGMT-4490,['MGMT-2430']
40442,Introduction to Technological Entrepreneurship,MGMT-4520,[]
42156,Starting Up a New Venture,MGMT-4530,[]
41956,Venture Capital Finance,MGMT-4540,"['MGMT-2300', 'MGMT-2320']"
45041,,MGMT-4960,
43510,,MGMT-4966,
42683,,MGMT-4967,
45009,,MGMT-4968,
45042,,MGMT-4969,
41343,Managing Digitization and Transformation,MGMT-6140,[]
43373,Applied Analytics and Predictive Modeling,MGMT-6160,['MGMT-6100']
41957,Entrepreneurial Finance,MGMT-6260,"['MGMT-6190', 'MGMT-6020']"
43374,Supply Chain Capstone (SPCM only),MGMT-6310,[]
44900,Operations and Supply Chain Management,MGMT-6330,[]
43375,Supply Chain Analytics,MGMT-6350,"['MGMT-6100', 'MGMT-6460', 'ECON-6560']"
42346,Quantitative Asset Management,MGMT-6410,['MGMT-6020']
44771,Student Managed Investment Fund,MGMT-6420,['MGMT-6240']
45040,Financial Statement Analysis,MGMT-6430,"['MGMT-6190', 'MGMT-7740']"
44772,Financial Computation and Simulation,MGMT-6510,['MGMT-6520']
41128,Marketing Communication and Branding Strategies,MGMT-6540,[]
42463,Principles of Technological Entrepreneurship,MGMT-6620,[]
42157,Starting Up A New Venture,MGMT-6630,[]
43376,Negotiations,MGMT-6690,[]
42513,Internet Marketing,MGMT-6720,[]
43377,Business Analytics Capstone,MGMT-6790,"['MGMT-6100', 'MGMT-6560']"
40518,Independent Study,MGMT-6940,[]
44902,,MGMT-6961,
44450,,MGMT-6963,
45010,,MGMT-6968,
45062,Professional Project,MGMT-6970,[]
40580,Professional Development Workshop II,MGMT-7240,[]
